original_task_id,static_decision,static_reasons,priority_score,expected_terminal_action,persona_level,num_blockers,blocker_family_tags,profile_switch_bucket,prior_calibration
[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-31.0,repair_all,Hard,3,apn|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-40.0,repair_all,None,3,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-42.0,repair_all,Easy,3,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-23.0,repair_all,Hard,3,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-11.0,repair_subset,None,3,network_preference|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-23.0,repair_subset,Easy,3,wifi_calling|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-8.0,repair_subset,Hard,3,apn|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-17.0,repair_subset,None,3,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-19.0,repair_subset,Easy,3,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,0.0,repair_subset,Hard,3,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,network_preference|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,3,wifi_calling|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,3,apn|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,3,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,3,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|data_mode_off[PERSONA:None],candidate,,-126.0,repair_all,None,3,wifi_calling|network_preference|data_mode,trap_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|data_mode_off[PERSONA:Easy],candidate,,-34.0,repair_all,Easy,3,apn|network_preference|data_mode,neutral_other,
[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off[PERSONA:Hard],candidate,,-117.0,repair_all,Hard,3,permission|network_preference|data_mode,trap_favoring,
[mms_issue]bad_network_preference|break_app_storage_permission|data_mode_off[PERSONA:None],candidate,,-122.0,repair_all,None,3,permission|network_preference|data_mode,trap_favoring,
[mms_issue]bad_network_preference|break_app_both_permissions|data_mode_off[PERSONA:Easy],candidate,,-106.0,repair_all,Easy,3,permission|network_preference|data_mode,trap_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off[PERSONA:Hard],candidate,,-43.0,repair_all,Hard,3,apn|wifi_calling|data_mode,neutral_other,
[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None],candidate,,-132.0,repair_all,None,3,permission|wifi_calling|data_mode,trap_favoring,
[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy],candidate,,-134.0,repair_all,Easy,3,permission|wifi_calling|data_mode,trap_favoring,
[mms_issue]bad_wifi_calling|break_app_both_permissions|data_mode_off[PERSONA:Hard],candidate,,-115.0,repair_all,Hard,3,permission|wifi_calling|data_mode,trap_favoring,
[mms_issue]break_apn_mms_setting|break_app_sms_permission|data_mode_off[PERSONA:None],candidate,,-40.0,repair_all,None,3,apn|permission|data_mode,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_storage_permission|data_mode_off[PERSONA:Easy],candidate,,-42.0,repair_all,Easy,3,apn|permission|data_mode,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_both_permissions|data_mode_off[PERSONA:Hard],candidate,,-23.0,repair_all,Hard,3,apn|permission|data_mode,neutral_other,
[mms_issue]bad_network_preference|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-7.0,repair_subset,None,3,network_preference|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-19.0,repair_subset,Easy,3,wifi_calling|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-4.0,repair_subset,Hard,3,apn|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-13.0,repair_subset,None,3,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-15.0,repair_subset,Easy,3,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,4.0,repair_subset,Hard,3,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-7.0,repair_subset,None,3,network_preference|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-19.0,repair_subset,Easy,3,wifi_calling|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-4.0,repair_subset,Hard,3,apn|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-13.0,repair_subset,None,3,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-15.0,repair_subset,Easy,3,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,4.0,repair_subset,Hard,3,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,network_preference|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,3,wifi_calling|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,3,apn|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,3,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,3,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|data_usage_exceeded[PERSONA:None],candidate,,-99.0,repair_subset,None,3,wifi_calling|network_preference|data_usage_exceeded,trap_favoring,
[mms_issue]bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Easy],candidate,,-7.0,repair_subset,Easy,3,apn|network_preference|data_usage_exceeded,neutral_other,
[mms_issue]bad_network_preference|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],candidate,,-90.0,repair_subset,Hard,3,permission|network_preference|data_usage_exceeded,trap_favoring,
[mms_issue]bad_network_preference|break_app_storage_permission|data_usage_exceeded[PERSONA:None],candidate,,-95.0,repair_subset,None,3,permission|network_preference|data_usage_exceeded,trap_favoring,
[mms_issue]bad_network_preference|break_app_both_permissions|data_usage_exceeded[PERSONA:Easy],candidate,,-79.0,repair_subset,Easy,3,permission|network_preference|data_usage_exceeded,trap_favoring,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],candidate,,-16.0,repair_subset,Hard,3,apn|wifi_calling|data_usage_exceeded,neutral_other,
[mms_issue]bad_wifi_calling|break_app_sms_permission|data_usage_exceeded[PERSONA:None],candidate,,-105.0,repair_subset,None,3,permission|wifi_calling|data_usage_exceeded,trap_favoring,
[mms_issue]bad_wifi_calling|break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],candidate,,-107.0,repair_subset,Easy,3,permission|wifi_calling|data_usage_exceeded,trap_favoring,
[mms_issue]bad_wifi_calling|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],candidate,,-88.0,repair_subset,Hard,3,permission|wifi_calling|data_usage_exceeded,trap_favoring,
[mms_issue]break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:None],candidate,,-13.0,repair_subset,None,3,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],candidate,,-15.0,repair_subset,Easy,3,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],candidate,,4.0,repair_subset,Hard,3,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-46.0,repair_all,None,3,wifi_calling|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-34.0,repair_all,Easy,3,apn|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,3,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-42.0,repair_all,None,3,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-26.0,repair_all,Easy,3,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-43.0,repair_all,Hard,3,apn|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-52.0,repair_all,None,3,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-54.0,repair_all,Easy,3,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-35.0,repair_all,Hard,3,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-40.0,repair_all,None,3,apn|permission|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-42.0,repair_all,Easy,3,apn|permission|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-23.0,repair_all,Hard,3,apn|permission|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-23.0,repair_subset,None,3,wifi_calling|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-11.0,repair_subset,Easy,3,apn|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-14.0,repair_subset,Hard,3,permission|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-19.0,repair_subset,None,3,permission|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-3.0,repair_subset,Easy,3,permission|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-20.0,repair_subset,Hard,3,apn|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-29.0,repair_subset,None,3,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-31.0,repair_subset,Easy,3,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-12.0,repair_subset,Hard,3,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-17.0,repair_subset,None,3,apn|permission|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-19.0,repair_subset,Easy,3,apn|permission|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,0.0,repair_subset,Hard,3,apn|permission|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,wifi_calling|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,3,apn|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,3,permission|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,3,permission|network_preference|hybrid_roaming_disabled_off,neutral_other,
